file,variable,missing_pct,gapfilled_pct,gapfilling_method,tier
met_insituHT_CZ-BK1_2004-2025.nc,SWdown,0.0,12.3,ERA-Interim,medium
met_insituHT_CZ-BK1_2004-2025.nc,LWdown,0.0,17.1,ERA-Interim,medium
met_insituHT_CZ-BK1_2004-2025.nc,VPD,0.0,17.3,ERA-Interim,medium
met_insituHT_CZ-BK1_2004-2025.nc,PSurf,0.0,46.9,ERA-Interim,heavy
met_insituHT_CZ-BK1_2004-2025.nc,Rainf,0.0,6.5,ERA-Interim,mild
met_insituHT_CZ-BK1_2004-2025.nc,Wind,0.0,7.4,ERA-Interim,mild
met_insituHT_CZ-BK1_2004-2025.nc,Qair,0.0,17.3,ERA-Interim,medium
met_insituHT_CZ-BK1_2004-2025.nc,RH,0.0,14.9,ERA-Interim,medium
met_insituHT_CZ-BK1_2004-2025.nc,CO2air,0.0,10.7,observed,medium
met_insituHT_CZ-BK2_2006-2012.nc,Tair,0.0,21.2,ERA-Interim,medium
met_insituHT_CZ-BK2_2006-2012.nc,SWdown,0.0,25.1,ERA-Interim,heavy
met_insituHT_CZ-BK2_2006-2012.nc,LWdown,0.0,35.6,ERA-Interim,heavy
met_insituHT_CZ-BK2_2006-2012.nc,VPD,0.0,21.5,ERA-Interim,medium
met_insituHT_CZ-BK2_2006-2012.nc,PSurf,0.0,64.6,ERA-Interim,complete
met_insituHT_CZ-BK2_2006-2012.nc,Rainf,0.0,49.4,ERA-Interim,heavy
met_insituHT_CZ-BK2_2006-2012.nc,Wind,0.0,24.5,ERA-Interim,medium
met_insituHT_CZ-BK2_2006-2012.nc,Qair,0.0,21.5,ERA-Interim,medium
met_insituHT_CZ-BK2_2006-2012.nc,RH,0.0,19.5,ERA-Interim,medium
met_insituHT_CZ-BK2_2006-2012.nc,CO2air,0.0,26.2,observed,heavy
met_insituHT_CZ-KrP_2014-2023.nc,Tair,0.0,0.8,observed,mild
met_insituHT_CZ-KrP_2014-2023.nc,SWdown,0.0,0.9,observed,mild
met_insituHT_CZ-KrP_2014-2023.nc,LWdown,0.0,1.1,observed,mild
met_insituHT_CZ-KrP_2014-2023.nc,VPD,0.0,4.0,observed,mild
met_insituHT_CZ-KrP_2014-2023.nc,PSurf,0.0,0.9,ERA-Interim,mild
met_insituHT_CZ-KrP_2014-2023.nc,Rainf,0.0,4.6,ERA-Interim,mild
met_insituHT_CZ-KrP_2014-2023.nc,Wind,0.0,2.7,ERA-Interim,mild
met_insituHT_CZ-KrP_2014-2023.nc,Qair,0.0,4.0,observed,mild
met_insituHT_CZ-KrP_2014-2023.nc,RH,0.0,3.8,ERA-Interim,mild
met_insituHT_CZ-KrP_2014-2023.nc,CO2air,0.0,2.0,observed,mild
met_insituHT_CZ-LnG_2020-2024.nc,Tair,0.0,0.6,ERA-Interim,mild
met_insituHT_CZ-LnG_2020-2024.nc,SWdown,0.0,0.9,ERA-Interim,mild
met_insituHT_CZ-LnG_2020-2024.nc,LWdown,0.0,1.1,ERA-Interim,mild
met_insituHT_CZ-LnG_2020-2024.nc,VPD,0.0,5.2,ERA-Interim,mild
met_insituHT_CZ-LnG_2020-2024.nc,PSurf,0.0,100.0,ERA-Interim,complete
met_insituHT_CZ-LnG_2020-2024.nc,Rainf,0.0,2.2,ERA-Interim,mild
met_insituHT_CZ-LnG_2020-2024.nc,Wind,0.0,2.8,ERA-Interim,mild
met_insituHT_CZ-LnG_2020-2024.nc,Qair,0.0,5.2,ERA-Interim,mild
met_insituHT_CZ-LnG_2020-2024.nc,RH,0.0,5.2,ERA-Interim,mild
met_insituHT_CZ-LnG_2020-2024.nc,CO2air,0.0,2.6,observed,mild
met_insituHT_CZ-Lnz_2015-2025.nc,Tair,0.0,10.2,observed,medium
met_insituHT_CZ-Lnz_2015-2025.nc,SWdown,0.0,6.1,observed,mild
met_insituHT_CZ-Lnz_2015-2025.nc,LWdown,0.0,6.3,observed,mild
met_insituHT_CZ-Lnz_2015-2025.nc,VPD,0.0,11.0,observed,medium
met_insituHT_CZ-Lnz_2015-2025.nc,PSurf,0.0,5.8,ERA-Interim,mild
met_insituHT_CZ-Lnz_2015-2025.nc,Rainf,0.0,9.9,ERA-Interim,mild
met_insituHT_CZ-Lnz_2015-2025.nc,Wind,0.0,7.5,ERA-Interim,mild
met_insituHT_CZ-Lnz_2015-2025.nc,Qair,0.0,11.0,observed,medium
met_insituHT_CZ-Lnz_2015-2025.nc,RH,0.0,10.9,ERA-Interim,medium
met_insituHT_CZ-Lnz_2015-2025.nc,CO2air,0.0,8.2,observed,mild
met_insituHT_CZ-RAJ_2012-2024.nc,Tair,0.0,0.0,observed,mild
met_insituHT_CZ-RAJ_2012-2024.nc,SWdown,0.0,0.3,observed,mild
met_insituHT_CZ-RAJ_2012-2024.nc,LWdown,0.0,0.0,observed,mild
met_insituHT_CZ-RAJ_2012-2024.nc,VPD,0.0,0.0,observed,mild
met_insituHT_CZ-RAJ_2012-2024.nc,PSurf,0.0,0.0,observed,mild
met_insituHT_CZ-RAJ_2012-2024.nc,Rainf,0.0,0.0,observed,mild
met_insituHT_CZ-RAJ_2012-2024.nc,Wind,0.0,3.9,ERA-Interim,mild
met_insituHT_CZ-RAJ_2012-2024.nc,Qair,0.0,0.0,observed,mild
met_insituHT_CZ-RAJ_2012-2024.nc,RH,0.0,0.0,observed,mild
met_insituHT_CZ-RAJ_2012-2024.nc,CO2air,0.0,5.4,observed,mild
met_insituHT_CZ-Stn_2010-2024.nc,Tair,0.0,2.2,observed,mild
met_insituHT_CZ-Stn_2010-2024.nc,SWdown,0.0,0.4,observed,mild
met_insituHT_CZ-Stn_2010-2024.nc,LWdown,0.0,2.2,observed,mild
met_insituHT_CZ-Stn_2010-2024.nc,VPD,0.0,2.4,observed,mild
met_insituHT_CZ-Stn_2010-2024.nc,PSurf,0.0,22.6,ERA-Interim,medium
met_insituHT_CZ-Stn_2010-2024.nc,Rainf,0.0,5.6,ERA-Interim,mild
met_insituHT_CZ-Stn_2010-2024.nc,Wind,0.0,4.6,ERA-Interim,mild
met_insituHT_CZ-Stn_2010-2024.nc,Qair,0.0,2.4,observed,mild
met_insituHT_CZ-Stn_2010-2024.nc,RH,0.0,0.7,ERA-Interim,mild
met_insituHT_CZ-Stn_2010-2024.nc,CO2air,0.0,5.2,observed,mild
met_insituHT_CZ-wet_2007-2025.nc,Tair,0.0,2.4,ERA-Interim,mild
met_insituHT_CZ-wet_2007-2025.nc,SWdown,0.0,0.6,ERA-Interim,mild
met_insituHT_CZ-wet_2007-2025.nc,LWdown,0.0,8.3,ERA-Interim,mild
met_insituHT_CZ-wet_2007-2025.nc,VPD,0.0,7.9,ERA-Interim,mild
met_insituHT_CZ-wet_2007-2025.nc,PSurf,0.0,18.3,ERA-Interim,medium
met_insituHT_CZ-wet_2007-2025.nc,Rainf,0.0,1.0,ERA-Interim,mild
met_insituHT_CZ-wet_2007-2025.nc,Wind,0.0,3.5,ERA-Interim,mild
met_insituHT_CZ-wet_2007-2025.nc,Qair,0.0,7.9,ERA-Interim,mild
met_insituHT_CZ-wet_2007-2025.nc,RH,0.0,7.9,ERA-Interim,mild
met_insituHT_CZ-wet_2007-2025.nc,CO2air,0.0,14.2,observed,medium
met_insituHT_DE-Akm_2010-2024.nc,Tair,0.0,22.9,ERA-Interim,medium
met_insituHT_DE-Akm_2010-2024.nc,SWdown,0.0,18.9,ERA-Interim,medium
met_insituHT_DE-Akm_2010-2024.nc,LWdown,0.0,21.0,ERA-Interim,medium
met_insituHT_DE-Akm_2010-2024.nc,VPD,0.0,23.8,ERA-Interim,medium
met_insituHT_DE-Akm_2010-2024.nc,PSurf,0.0,78.6,ERA-Interim,complete
met_insituHT_DE-Akm_2010-2024.nc,Rainf,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Akm_2010-2024.nc,Wind,0.0,52.4,ERA-Interim,complete
met_insituHT_DE-Akm_2010-2024.nc,Qair,0.0,23.8,ERA-Interim,medium
met_insituHT_DE-Akm_2010-2024.nc,RH,0.0,23.8,ERA-Interim,medium
met_insituHT_DE-Akm_2010-2024.nc,CO2air,0.0,57.0,observed,complete
met_insituHT_DE-Amv_2023-2025.nc,Tair,0.0,11.8,observed,medium
met_insituHT_DE-Amv_2023-2025.nc,SWdown,0.0,10.9,observed,medium
met_insituHT_DE-Amv_2023-2025.nc,LWdown,0.0,11.5,observed,medium
met_insituHT_DE-Amv_2023-2025.nc,VPD,0.0,11.8,observed,medium
met_insituHT_DE-Amv_2023-2025.nc,PSurf,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Amv_2023-2025.nc,Rainf,0.0,10.4,ERA-Interim,medium
met_insituHT_DE-Amv_2023-2025.nc,Wind,0.0,10.9,ERA-Interim,medium
met_insituHT_DE-Amv_2023-2025.nc,Qair,0.0,11.8,observed,medium
met_insituHT_DE-Amv_2023-2025.nc,RH,0.0,10.4,ERA-Interim,medium
met_insituHT_DE-Amv_2023-2025.nc,CO2air,0.0,11.4,observed,medium
met_insituHT_DE-Brs_2024-2025.nc,Tair,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Brs_2024-2025.nc,SWdown,0.0,0.5,ERA-Interim,mild
met_insituHT_DE-Brs_2024-2025.nc,LWdown,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Brs_2024-2025.nc,VPD,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Brs_2024-2025.nc,PSurf,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Brs_2024-2025.nc,Rainf,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Brs_2024-2025.nc,Wind,0.0,2.4,ERA-Interim,mild
met_insituHT_DE-Brs_2024-2025.nc,Qair,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Brs_2024-2025.nc,RH,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Brs_2024-2025.nc,CO2air,0.0,2.4,observed,mild
met_insituHT_DE-Etn_2024-2024.nc,Tair,0.0,37.5,ERA-Interim,heavy
met_insituHT_DE-Etn_2024-2024.nc,SWdown,0.0,36.9,ERA-Interim,heavy
met_insituHT_DE-Etn_2024-2024.nc,LWdown,0.0,37.5,ERA-Interim,heavy
met_insituHT_DE-Etn_2024-2024.nc,VPD,0.0,37.5,ERA-Interim,heavy
met_insituHT_DE-Etn_2024-2024.nc,PSurf,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Etn_2024-2024.nc,Rainf,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Etn_2024-2024.nc,Wind,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Etn_2024-2024.nc,Qair,0.0,37.5,ERA-Interim,heavy
met_insituHT_DE-Etn_2024-2024.nc,RH,0.0,37.5,ERA-Interim,heavy
met_insituHT_DE-Etn_2024-2024.nc,CO2air,0.0,46.7,observed,heavy
met_insituHT_DE-Fen_2024-2024.nc,Tair,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Fen_2024-2024.nc,SWdown,0.0,0.5,ERA-Interim,mild
met_insituHT_DE-Fen_2024-2024.nc,LWdown,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Fen_2024-2024.nc,VPD,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Fen_2024-2024.nc,PSurf,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Fen_2024-2024.nc,Rainf,0.0,0.1,ERA-Interim,mild
met_insituHT_DE-Fen_2024-2024.nc,Wind,0.0,20.5,ERA-Interim,medium
met_insituHT_DE-Fen_2024-2024.nc,Qair,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Fen_2024-2024.nc,RH,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Fen_2024-2024.nc,CO2air,0.0,41.9,observed,heavy
met_insituHT_DE-Geb_2021-2024.nc,Tair,0.0,3.2,ERA-Interim,mild
met_insituHT_DE-Geb_2021-2024.nc,SWdown,0.0,3.2,ERA-Interim,mild
met_insituHT_DE-Geb_2021-2024.nc,LWdown,0.0,4.2,ERA-Interim,mild
met_insituHT_DE-Geb_2021-2024.nc,VPD,0.0,4.1,ERA-Interim,mild
met_insituHT_DE-Geb_2021-2024.nc,PSurf,0.0,3.2,ERA-Interim,mild
met_insituHT_DE-Geb_2021-2024.nc,Rainf,0.0,6.1,ERA-Interim,mild
met_insituHT_DE-Geb_2021-2024.nc,Wind,0.0,10.9,ERA-Interim,medium
met_insituHT_DE-Geb_2021-2024.nc,Qair,0.0,4.1,ERA-Interim,mild
met_insituHT_DE-Geb_2021-2024.nc,RH,0.0,3.6,ERA-Interim,mild
met_insituHT_DE-Geb_2021-2024.nc,CO2air,0.0,11.9,observed,medium
met_insituHT_DE-Gri_2004-2024.nc,Tair,0.0,1.7,observed,mild
met_insituHT_DE-Gri_2004-2024.nc,SWdown,0.0,1.7,observed,mild
met_insituHT_DE-Gri_2004-2024.nc,LWdown,0.0,14.6,ERA-Interim,medium
met_insituHT_DE-Gri_2004-2024.nc,VPD,0.0,1.8,observed,mild
met_insituHT_DE-Gri_2004-2024.nc,PSurf,0.0,95.3,ERA-Interim,complete
met_insituHT_DE-Gri_2004-2024.nc,Rainf,0.0,3.4,ERA-Interim,mild
met_insituHT_DE-Gri_2004-2024.nc,Wind,0.0,4.5,ERA-Interim,mild
met_insituHT_DE-Gri_2004-2024.nc,Qair,0.0,1.8,observed,mild
met_insituHT_DE-Gri_2004-2024.nc,RH,0.0,1.7,ERA-Interim,mild
met_insituHT_DE-Gri_2004-2024.nc,CO2air,0.0,9.6,observed,mild
met_insituHT_DE-GsB_2015-2023.nc,Tair,0.0,0.5,observed,mild
met_insituHT_DE-GsB_2015-2023.nc,SWdown,0.0,0.4,observed,mild
met_insituHT_DE-GsB_2015-2023.nc,LWdown,0.0,0.5,observed,mild
met_insituHT_DE-GsB_2015-2023.nc,VPD,0.0,1.5,observed,mild
met_insituHT_DE-GsB_2015-2023.nc,PSurf,0.0,1.3,ERA-Interim,mild
met_insituHT_DE-GsB_2015-2023.nc,Rainf,0.0,1.2,ERA-Interim,mild
met_insituHT_DE-GsB_2015-2023.nc,Wind,0.0,2.4,ERA-Interim,mild
met_insituHT_DE-GsB_2015-2023.nc,Qair,0.0,1.5,observed,mild
met_insituHT_DE-GsB_2015-2023.nc,RH,0.0,1.5,ERA-Interim,mild
met_insituHT_DE-GsB_2015-2023.nc,CO2air,0.0,18.7,observed,medium
met_insituHT_DE-Gwg_2024-2024.nc,Tair,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Gwg_2024-2024.nc,SWdown,0.0,2.0,ERA-Interim,mild
met_insituHT_DE-Gwg_2024-2024.nc,LWdown,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Gwg_2024-2024.nc,VPD,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Gwg_2024-2024.nc,PSurf,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Gwg_2024-2024.nc,Rainf,0.0,0.1,ERA-Interim,mild
met_insituHT_DE-Gwg_2024-2024.nc,Wind,0.0,17.1,ERA-Interim,medium
met_insituHT_DE-Gwg_2024-2024.nc,Qair,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Gwg_2024-2024.nc,RH,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Gwg_2024-2024.nc,CO2air,0.0,47.0,observed,heavy
met_insituHT_DE-Hai_2000-2024.nc,Tair,0.0,5.8,observed,mild
met_insituHT_DE-Hai_2000-2024.nc,SWdown,0.0,4.1,observed,mild
met_insituHT_DE-Hai_2000-2024.nc,LWdown,0.0,4.7,observed,mild
met_insituHT_DE-Hai_2000-2024.nc,VPD,0.0,9.2,observed,mild
met_insituHT_DE-Hai_2000-2024.nc,PSurf,0.0,4.9,ERA-Interim,mild
met_insituHT_DE-Hai_2000-2024.nc,Rainf,0.0,7.1,ERA-Interim,mild
met_insituHT_DE-Hai_2000-2024.nc,Wind,0.0,16.1,ERA-Interim,medium
met_insituHT_DE-Hai_2000-2024.nc,Qair,0.0,9.2,observed,mild
met_insituHT_DE-Hai_2000-2024.nc,RH,0.0,7.3,ERA-Interim,mild
met_insituHT_DE-Hai_2000-2024.nc,CO2air,0.0,17.1,observed,medium
met_insituHT_DE-Har_2020-2024.nc,Tair,0.0,2.9,observed,mild
met_insituHT_DE-Har_2020-2024.nc,SWdown,0.0,1.5,observed,mild
met_insituHT_DE-Har_2020-2024.nc,LWdown,0.0,2.8,observed,mild
met_insituHT_DE-Har_2020-2024.nc,VPD,0.0,2.9,observed,mild
met_insituHT_DE-Har_2020-2024.nc,PSurf,0.0,0.0,ERA-Interim,mild
met_insituHT_DE-Har_2020-2024.nc,Rainf,0.0,0.9,ERA-Interim,mild
met_insituHT_DE-Har_2020-2024.nc,Wind,0.0,12.7,ERA-Interim,medium
met_insituHT_DE-Har_2020-2024.nc,Qair,0.0,2.9,observed,mild
met_insituHT_DE-Har_2020-2024.nc,RH,0.0,2.6,ERA-Interim,mild
met_insituHT_DE-Har_2020-2024.nc,CO2air,0.0,12.7,observed,medium
met_insituHT_DE-Hdn_2021-2022.nc,Tair,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Hdn_2021-2022.nc,SWdown,0.0,0.7,ERA-Interim,mild
met_insituHT_DE-Hdn_2021-2022.nc,LWdown,0.0,0.4,ERA-Interim,mild
met_insituHT_DE-Hdn_2021-2022.nc,VPD,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Hdn_2021-2022.nc,PSurf,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Hdn_2021-2022.nc,Rainf,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Hdn_2021-2022.nc,Wind,0.0,1.0,ERA-Interim,mild
met_insituHT_DE-Hdn_2021-2022.nc,Qair,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Hdn_2021-2022.nc,RH,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Hdn_2021-2022.nc,CO2air,0.0,2.8,observed,mild
met_insituHT_DE-HoH_2015-2025.nc,Tair,0.0,4.2,observed,mild
met_insituHT_DE-HoH_2015-2025.nc,SWdown,0.0,2.4,observed,mild
met_insituHT_DE-HoH_2015-2025.nc,LWdown,0.0,3.2,observed,mild
met_insituHT_DE-HoH_2015-2025.nc,VPD,0.0,4.6,observed,mild
met_insituHT_DE-HoH_2015-2025.nc,PSurf,0.0,4.5,ERA-Interim,mild
met_insituHT_DE-HoH_2015-2025.nc,Rainf,0.0,5.9,ERA-Interim,mild
met_insituHT_DE-HoH_2015-2025.nc,Wind,0.0,11.8,ERA-Interim,medium
met_insituHT_DE-HoH_2015-2025.nc,Qair,0.0,4.6,observed,mild
met_insituHT_DE-HoH_2015-2025.nc,RH,0.0,4.0,ERA-Interim,mild
met_insituHT_DE-HoH_2015-2025.nc,CO2air,0.0,18.6,observed,medium
met_insituHT_DE-Hte_2009-2017.nc,Tair,0.0,2.1,observed,mild
met_insituHT_DE-Hte_2009-2017.nc,SWdown,0.0,0.5,observed,mild
met_insituHT_DE-Hte_2009-2017.nc,LWdown,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Hte_2009-2017.nc,VPD,0.0,2.1,observed,mild
met_insituHT_DE-Hte_2009-2017.nc,PSurf,0.0,31.9,ERA-Interim,heavy
met_insituHT_DE-Hte_2009-2017.nc,Rainf,0.0,2.1,ERA-Interim,mild
met_insituHT_DE-Hte_2009-2017.nc,Wind,0.0,22.6,ERA-Interim,medium
met_insituHT_DE-Hte_2009-2017.nc,Qair,0.0,2.1,observed,mild
met_insituHT_DE-Hte_2009-2017.nc,RH,0.0,2.1,ERA-Interim,mild
met_insituHT_DE-Hte_2009-2017.nc,CO2air,0.0,31.5,observed,heavy
met_insituHT_DE-Hzd_2022-2024.nc,Tair,0.0,13.6,observed,medium
met_insituHT_DE-Hzd_2022-2024.nc,SWdown,0.0,10.3,observed,medium
met_insituHT_DE-Hzd_2022-2024.nc,LWdown,0.0,13.6,observed,medium
met_insituHT_DE-Hzd_2022-2024.nc,VPD,0.0,13.8,observed,medium
met_insituHT_DE-Hzd_2022-2024.nc,PSurf,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Hzd_2022-2024.nc,Rainf,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Hzd_2022-2024.nc,Wind,0.0,20.1,ERA-Interim,medium
met_insituHT_DE-Hzd_2022-2024.nc,Qair,0.0,13.8,observed,medium
met_insituHT_DE-Hzd_2022-2024.nc,RH,0.0,13.8,ERA-Interim,medium
met_insituHT_DE-Hzd_2022-2024.nc,CO2air,0.0,28.5,observed,heavy
met_insituHT_DE-Kli_2018-2024.nc,Tair,0.0,2.0,observed,mild
met_insituHT_DE-Kli_2018-2024.nc,SWdown,0.0,1.8,observed,mild
met_insituHT_DE-Kli_2018-2024.nc,LWdown,0.0,2.0,observed,mild
met_insituHT_DE-Kli_2018-2024.nc,VPD,0.0,2.2,observed,mild
met_insituHT_DE-Kli_2018-2024.nc,PSurf,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Kli_2018-2024.nc,Rainf,0.0,6.8,ERA-Interim,mild
met_insituHT_DE-Kli_2018-2024.nc,Wind,0.0,5.7,ERA-Interim,mild
met_insituHT_DE-Kli_2018-2024.nc,Qair,0.0,2.2,observed,mild
met_insituHT_DE-Kli_2018-2024.nc,RH,0.0,2.2,ERA-Interim,mild
met_insituHT_DE-Kli_2018-2024.nc,CO2air,0.0,3.8,observed,mild
met_insituHT_DE-Lkb_2010-2013.nc,Tair,0.0,9.9,ERA-Interim,mild
met_insituHT_DE-Lkb_2010-2013.nc,SWdown,0.0,10.4,ERA-Interim,medium
met_insituHT_DE-Lkb_2010-2013.nc,LWdown,0.0,26.3,ERA-Interim,heavy
met_insituHT_DE-Lkb_2010-2013.nc,VPD,0.0,9.9,ERA-Interim,mild
met_insituHT_DE-Lkb_2010-2013.nc,PSurf,0.0,9.9,ERA-Interim,mild
met_insituHT_DE-Lkb_2010-2013.nc,Rainf,0.0,100.0,ERA-Interim,complete
met_insituHT_DE-Lkb_2010-2013.nc,Wind,0.0,66.0,ERA-Interim,complete
met_insituHT_DE-Lkb_2010-2013.nc,Qair,0.0,9.9,ERA-Interim,mild
met_insituHT_DE-Lkb_2010-2013.nc,RH,0.0,9.9,ERA-Interim,mild
met_insituHT_DE-Lkb_2010-2013.nc,CO2air,0.0,63.2,observed,complete
met_insituHT_DE-Lnf_2003-2024.nc,Tair,0.0,19.4,ERA-Interim,medium
met_insituHT_DE-Lnf_2003-2024.nc,SWdown,0.0,19.3,ERA-Interim,medium
met_insituHT_DE-Lnf_2003-2024.nc,LWdown,0.0,19.4,ERA-Interim,medium
met_insituHT_DE-Lnf_2003-2024.nc,VPD,0.0,28.3,ERA-Interim,heavy
met_insituHT_DE-Lnf_2003-2024.nc,PSurf,0.0,27.5,ERA-Interim,heavy
met_insituHT_DE-Lnf_2003-2024.nc,Rainf,0.0,20.9,ERA-Interim,medium
met_insituHT_DE-Lnf_2003-2024.nc,Wind,0.0,22.1,ERA-Interim,medium
met_insituHT_DE-Lnf_2003-2024.nc,Qair,0.0,28.3,ERA-Interim,heavy
met_insituHT_DE-Lnf_2003-2024.nc,RH,0.0,28.3,ERA-Interim,heavy
met_insituHT_DE-Lnf_2003-2024.nc,CO2air,0.0,27.5,observed,heavy
met_insituHT_DE-Msr_2021-2024.nc,Tair,0.0,5.9,ERA-Interim,mild
met_insituHT_DE-Msr_2021-2024.nc,SWdown,0.0,27.2,ERA-Interim,heavy
met_insituHT_DE-Msr_2021-2024.nc,LWdown,0.0,51.7,ERA-Interim,complete
met_insituHT_DE-Msr_2021-2024.nc,VPD,0.0,5.9,ERA-Interim,mild
met_insituHT_DE-Msr_2021-2024.nc,PSurf,0.0,26.8,ERA-Interim,heavy
met_insituHT_DE-Msr_2021-2024.nc,Rainf,0.0,40.7,ERA-Interim,heavy
met_insituHT_DE-Msr_2021-2024.nc,Wind,0.0,26.8,ERA-Interim,heavy
met_insituHT_DE-Msr_2021-2024.nc,Qair,0.0,5.9,ERA-Interim,mild
met_insituHT_DE-Msr_2021-2024.nc,RH,0.0,5.8,ERA-Interim,mild
met_insituHT_DE-Msr_2021-2024.nc,CO2air,0.0,29.0,observed,heavy
met_insituHT_DE-Obe_2009-2024.nc,Tair,0.0,1.3,observed,mild
met_insituHT_DE-Obe_2009-2024.nc,SWdown,0.0,1.4,observed,mild
met_insituHT_DE-Obe_2009-2024.nc,LWdown,0.0,1.3,observed,mild
met_insituHT_DE-Obe_2009-2024.nc,VPD,0.0,4.4,observed,mild
met_insituHT_DE-Obe_2009-2024.nc,PSurf,0.0,50.1,ERA-Interim,complete
met_insituHT_DE-Obe_2009-2024.nc,Rainf,0.0,3.9,ERA-Interim,mild
met_insituHT_DE-Obe_2009-2024.nc,Wind,0.0,7.9,ERA-Interim,mild
met_insituHT_DE-Obe_2009-2024.nc,Qair,0.0,4.4,observed,mild
met_insituHT_DE-Obe_2009-2024.nc,RH,0.0,4.3,ERA-Interim,mild
met_insituHT_DE-Obe_2009-2024.nc,CO2air,0.0,8.9,observed,mild
met_insituHT_DE-Rns_2022-2024.nc,Tair,0.0,2.6,ERA-Interim,mild
met_insituHT_DE-Rns_2022-2024.nc,SWdown,0.0,2.4,ERA-Interim,mild
met_insituHT_DE-Rns_2022-2024.nc,LWdown,0.0,2.8,ERA-Interim,mild
met_insituHT_DE-Rns_2022-2024.nc,VPD,0.0,2.6,ERA-Interim,mild
met_insituHT_DE-Rns_2022-2024.nc,PSurf,0.0,2.9,ERA-Interim,mild
met_insituHT_DE-Rns_2022-2024.nc,Rainf,0.0,0.3,ERA-Interim,mild
met_insituHT_DE-Rns_2022-2024.nc,Wind,0.0,4.1,ERA-Interim,mild
met_insituHT_DE-Rns_2022-2024.nc,Qair,0.0,2.6,ERA-Interim,mild
met_insituHT_DE-Rns_2022-2024.nc,RH,0.0,2.6,ERA-Interim,mild
met_insituHT_DE-Rns_2022-2024.nc,CO2air,0.0,10.1,observed,medium
met_insituHT_DE-RuC_2014-2024.nc,Tair,0.0,4.2,ERA-Interim,mild
met_insituHT_DE-RuC_2014-2024.nc,SWdown,0.0,2.4,ERA-Interim,mild
met_insituHT_DE-RuC_2014-2024.nc,LWdown,0.0,3.5,ERA-Interim,mild
met_insituHT_DE-RuC_2014-2024.nc,VPD,0.0,10.2,ERA-Interim,medium
met_insituHT_DE-RuC_2014-2024.nc,PSurf,0.0,2.8,ERA-Interim,mild
met_insituHT_DE-RuC_2014-2024.nc,Rainf,0.0,2.7,ERA-Interim,mild
met_insituHT_DE-RuC_2014-2024.nc,Wind,0.0,22.2,ERA-Interim,medium
met_insituHT_DE-RuC_2014-2024.nc,Qair,0.0,10.2,ERA-Interim,medium
met_insituHT_DE-RuC_2014-2024.nc,RH,0.0,8.7,ERA-Interim,mild
met_insituHT_DE-RuC_2014-2024.nc,CO2air,0.0,37.0,observed,heavy
met_insituHT_DE-RuM_2012-2018.nc,Tair,0.0,6.7,ERA-Interim,mild
met_insituHT_DE-RuM_2012-2018.nc,SWdown,0.0,7.0,ERA-Interim,mild
met_insituHT_DE-RuM_2012-2018.nc,LWdown,0.0,31.0,ERA-Interim,heavy
met_insituHT_DE-RuM_2012-2018.nc,VPD,0.0,7.6,ERA-Interim,mild
met_insituHT_DE-RuM_2012-2018.nc,PSurf,0.0,39.7,ERA-Interim,heavy
met_insituHT_DE-RuM_2012-2018.nc,Rainf,0.0,13.6,ERA-Interim,medium
met_insituHT_DE-RuM_2012-2018.nc,Wind,0.0,12.3,ERA-Interim,medium
met_insituHT_DE-RuM_2012-2018.nc,Qair,0.0,7.6,ERA-Interim,mild
met_insituHT_DE-RuM_2012-2018.nc,RH,0.0,7.2,ERA-Interim,mild
